# Full  o    Mo      Zo    Md  NB       Age         Mass      logL    logTe      X          Y         C12        O16        Ne20      QCC        logMdot log(rho.c)   logTc      Xc         Yc   
#           Msun                         yr        solMass [solLum]    [K]                                                                  [solMass/yr]    [g/cm3]    [K]                       
#
 1487      25.00  0.001   1  46   7.854673e+06   24.5077    5.466   3.702   0.574040   0.425006   0.000078   0.000227   0.000071   0.0000       -5.249      4.868   8.854   0.000000   0.000000
 1488      25.00  0.001   1  47   7.854818e+06   24.5069    5.467   3.703   0.574040   0.425006   0.000078   0.000227   0.000071   0.0000       -5.245      5.159   8.916   0.000000   0.000000
 1489      25.00  0.001   1  48   7.854831e+06   24.5068    5.468   3.703   0.574040   0.425006   0.000078   0.000227   0.000071   0.0000       -5.245      5.207   8.934   0.000000   0.000000
 1490      25.00  0.001   1  49   7.854838e+06   24.5068    5.467   3.702   0.574040   0.425006   0.000078   0.000227   0.000071   0.0000       -5.247      5.247   8.945   0.000000   0.000000
 1491      25.00  0.001   1  50   7.854848e+06   24.5067    5.467   3.702   0.574040   0.425006   0.000078   0.000227   0.000071   0.0000       -5.246      5.338   8.956   0.000000   0.000000
 1492      25.00  0.001   1  51   7.854864e+06   24.5066    5.467   3.702   0.574040   0.425006   0.000078   0.000227   0.000071   0.0000       -5.245      5.876   9.041   0.000000   0.000000
 1493      20.00  0.001   1   1   6.344482e+04   19.9995    4.611   4.587   0.756000   0.243000   0.000223   0.000531   0.000071   0.5096       -8.130      0.860   7.605   0.753248   0.245795
 1494      20.00  0.001   1   2   2.869026e+06   19.9755    4.694   4.579   0.756000   0.243000   0.000223   0.000531   0.000071   0.4721       -8.011      0.837   7.610   0.621006   0.378069
 1495      20.00  0.001   1   3   4.254596e+06   19.9608    4.742   4.573   0.756000   0.243000   0.000223   0.000531   0.000071   0.4474       -7.937      0.841   7.619   0.539390   0.459685
 1496      20.00  0.001   1   4   5.400608e+06   19.9464    4.787   4.566   0.756000   0.243000   0.000223   0.000531   0.000071   0.4232       -7.860      0.849   7.627   0.460125   0.538949
 1497      20.00  0.001   1   5   6.387948e+06   19.9313    4.831   4.556   0.756000   0.243000   0.000223   0.000531   0.000071   0.3985       -7.776      0.862   7.637   0.379997   0.619078
 1498      20.00  0.001   1   6   7.220468e+06   19.9159    4.872   4.542   0.756000   0.243000   0.000223   0.000531   0.000071   0.3733       -7.687      0.881   7.647   0.300532   0.698543
 1499      20.00  0.001   1   7   7.937245e+06   19.8994    4.912   4.525   0.756000   0.243000   0.000223   0.000531   0.000071   0.3487       -7.589      0.909   7.660   0.220190   0.778885
 1500      20.00  0.001   1   8   8.408121e+06   19.8861    4.941   4.509   0.756000   0.243000   0.000223   0.000531   0.000071   0.3292       -7.513      0.940   7.672   0.159146   0.839929
 1501      20.00  0.001   1   9   8.809307e+06   19.8726    4.969   4.491   0.756000   0.243000   0.000223   0.000531   0.000071   0.3103       -7.437      0.985   7.688   0.100072   0.899003
 1502      20.00  0.001   1  10   9.050866e+06   19.8632    4.987   4.478   0.756000   0.243000   0.000223   0.000531   0.000071   0.2978       -7.386      1.032   7.704   0.060532   0.938544
 1503      20.00  0.001   1  11   9.221229e+06   19.8559    5.002   4.470   0.756000   0.243000   0.000223   0.000531   0.000071   0.2880       -7.350      1.094   7.724   0.030181   0.968895
 1504      20.00  0.001   1  12   9.374949e+06   19.8488    5.026   4.490   0.756000   0.243000   0.000223   0.000531   0.000071   0.2715       -7.339      1.355   7.809   0.001420   0.997657
 1505      20.00  0.001   1  13   9.384113e+06   19.8484    5.053   4.514   0.756000   0.243000   0.000223   0.000531   0.000071   0.0996       -7.342      1.724   7.919   0.000000   0.999078
 1506      20.00  0.001   1  14   9.387699e+06   19.8482    5.051   4.510   0.756000   0.243000   0.000223   0.000531   0.000071   0.0000       -7.337      2.079   8.000   0.000000   0.999078
 1507      20.00  0.001   1  15   9.389048e+06   19.8482    5.054   4.499   0.756000   0.243000   0.000223   0.000531   0.000071   0.0000       -7.311      2.204   8.031   0.000000   0.999078
 1508      20.00  0.001   1  16   9.392320e+06   19.8480    5.071   4.465   0.756000   0.243000   0.000223   0.000531   0.000071   0.0000       -7.224      2.485   8.103   0.000000   0.999075
 1509      20.00  0.001   1  17   9.394776e+06   19.8476    5.083   4.432   0.756000   0.243000   0.000223   0.000531   0.000071   0.0000       -6.686      2.683   8.158   0.000000   0.999001
 1510      20.00  0.001   1  18   9.397018e+06   19.8471    5.094   4.398   0.756000   0.243000   0.000223   0.000531   0.000071   0.0333       -6.629      2.840   8.209   0.000000   0.998672
 1511      20.00  0.001   1  19   9.399154e+06   19.8466    5.105   4.364   0.756000   0.243000   0.000223   0.000531   0.000071   0.1068       -6.576      2.904   8.238   0.000000   0.996824
 1512      20.00  0.001   1  20   9.412806e+06   19.8420    5.148   4.311   0.756000   0.243000   0.000223   0.000531   0.000071   0.1704       -6.449      2.890   8.246   0.000000   0.977046
 1513      20.00  0.001   1  21   9.413991e+06   19.8416    5.148   4.312   0.756000   0.243000   0.000223   0.000531   0.000071   0.1711       -6.449      2.890   8.246   0.000000   0.975223
 1514      20.00  0.001   1  22   9.431632e+06   19.8353    5.149   4.313   0.756000   0.243000   0.000223   0.000531   0.000071   0.1749       -6.449      2.888   8.248   0.000000   0.948728
 1515      20.00  0.001   1  23   9.467495e+06   19.8224    5.152   4.306   0.756000   0.243000   0.000223   0.000531   0.000071   0.1787       -6.437      2.889   8.251   0.000000   0.899533
 1516      20.00  0.001   1  24   9.504792e+06   19.8086    5.154   4.301   0.756000   0.243000   0.000223   0.000531   0.000071   0.1820       -6.428      2.891   8.255   0.000000   0.849108
 1517      20.00  0.001   1  25   9.539220e+06   19.7956    5.157   4.298   0.756000   0.243000   0.000223   0.000531   0.000071   0.1857       -6.420      2.892   8.258   0.000000   0.800350
 1518      20.00  0.001   1  26   9.577952e+06   19.7807    5.159   4.294   0.756000   0.243000   0.000223   0.000531   0.000071   0.1901       -6.412      2.895   8.262   0.000000   0.749355
 1519      20.00  0.001   1  27   9.617487e+06   19.7652    5.162   4.290   0.756000   0.243000   0.000223   0.000531   0.000071   0.1939       -6.403      2.897   8.266   0.000000   0.699392
 1520      20.00  0.001   1  28   9.653435e+06   19.7509    5.164   4.286   0.756000   0.243000   0.000223   0.000531   0.000071   0.1983       -6.395      2.902   8.270   0.000000   0.649756
 1521      20.00  0.001   1  29   9.693738e+06   19.7345    5.167   4.282   0.756000   0.243000   0.000223   0.000531   0.000071   0.2021       -6.385      2.907   8.274   0.000000   0.599739
 1522      20.00  0.001   1  30   9.735201e+06   19.7172    5.170   4.277   0.756000   0.243000   0.000223   0.000531   0.000071   0.2065       -6.375      2.912   8.279   0.000000   0.549783
 1523      20.00  0.001   1  31   9.768890e+06   19.7029    5.172   4.272   0.756000   0.243000   0.000223   0.000531   0.000071   0.2108       -6.367      2.919   8.284   0.000000   0.500753
 1524      20.00  0.001   1  32   9.807763e+06   19.6859    5.174   4.266   0.756000   0.243000   0.000223   0.000531   0.000071   0.2157       -6.356      2.927   8.289   0.000000   0.450405
 1525      20.00  0.001   1  33   9.849133e+06   19.6674    5.177   4.259   0.756000   0.243000   0.000223   0.000531   0.000071   0.2205       -6.344      2.937   8.295   0.000000   0.399618
 1526      20.00  0.001   1  34   9.892209e+06   19.6476    5.179   4.251   0.756000   0.243000   0.000223   0.000531   0.000071   0.2252       -6.330      2.947   8.302   0.000000   0.350352
 1527      20.00  0.001   1  35   9.930626e+06   19.6293    5.182   4.243   0.756000   0.243000   0.000223   0.000531   0.000071   0.2304       -6.316      2.962   8.309   0.000000   0.299742
 1528      20.00  0.001   1  36   9.976725e+06   19.6066    5.185   4.232   0.756000   0.243000   0.000223   0.000531   0.000071   0.2354       -6.297      2.979   8.318   0.000000   0.249671
 1529      20.00  0.001   1  37   1.002751e+07   19.5803    5.188   4.217   0.756000   0.243000   0.000223   0.000531   0.000071   0.2404       -6.273      3.001   8.328   0.000000   0.199148
 1530      20.00  0.001   1  38   1.007305e+07   19.5551    5.191   4.200   0.756000   0.243000   0.000223   0.000531   0.000071   0.2437       -6.244      3.027   8.339   0.000000   0.148922
 1531      20.00  0.001   1  39   1.012590e+07   19.5234    5.194   4.173   0.756000   0.243000   0.000223   0.000531   0.000071   0.2487       -6.199      3.075   8.357   0.000000   0.100491
 1532      20.00  0.001   1  40   1.017536e+07   19.4895    5.198   4.132   0.756000   0.243000   0.000223   0.000531   0.000071   0.2490       -6.125      3.146   8.383   0.000000   0.050562
 1533      20.00  0.001   1  41   1.019741e+07   19.4717    5.200   4.101   0.756000   0.243000   0.000223   0.000531   0.000071   0.2474       -6.064      3.196   8.400   0.000000   0.030221
 1534      20.00  0.001   1  42   1.021954e+07   19.4500    5.201   4.041   0.756000   0.243000   0.000223   0.000531   0.000071   0.2390       -5.941      3.286   8.430   0.000000   0.010825
 1535      20.00  0.001   1  43   1.023403e+07   19.4285    5.191   3.903   0.756000   0.243000   0.000223   0.000531   0.000071   0.0012       -5.659      3.601   8.532   0.000000   0.000000
 1536      20.00  0.001   1  44   1.023774e+07   19.4180    5.125   3.674   0.756000   0.243000   0.000223   0.000531   0.000071   0.0000       -5.528      3.939   8.633   0.000000   0.000000
 1537      20.00  0.001   1  45   1.024408e+07   19.3955    5.195   3.633   0.691151   0.307869   0.000127   0.000419   0.000071   0.0000       -5.422      4.372   8.735   0.000000   0.000000
 1538      20.00  0.001   1  46   1.024753e+07   19.3785    5.273   3.632   0.660732   0.338295   0.000110   0.000364   0.000071   0.0000       -5.245      4.972   8.836   0.000000   0.000000
 1539      20.00  0.001   1  47   1.024787e+07   19.3773    5.280   3.632   0.658319   0.340709   0.000109   0.000360   0.000071   0.0000       -6.211      5.234   8.894   0.000000   0.000000
 1540      20.00  0.001   1  48   1.024790e+07   19.3773    5.282   3.632   0.658185   0.340842   0.000109   0.000360   0.000071   0.0000       -6.202      5.265   8.912   0.000000   0.000000
 1541      20.00  0.001   1  49   1.024793e+07   19.3773    5.283   3.632   0.658160   0.340868   0.000109   0.000360   0.000071   0.0000       -6.198      5.295   8.921   0.000000   0.000000
 1542      20.00  0.001   1  50   1.024797e+07   19.3772    5.285   3.632   0.658134   0.340894   0.000109   0.000360   0.000071   0.0000       -6.195      5.405   8.924   0.000000   0.000000
 1543      20.00  0.001   1  51   1.024804e+07   19.3772    5.286   3.632   0.658103   0.340925   0.000109   0.000360   0.000071   0.0000       -6.194      5.967   9.011   0.000000   0.000000
 1544      15.00  0.001   1   1   1.053872e+05   14.9997    4.273   4.540   0.756000   0.243000   0.000223   0.000531   0.000071   0.4551       -8.582      0.973   7.584   0.753087   0.245956
 1545      15.00  0.001   1   2   4.193931e+06   14.9872    4.358   4.532   0.756000   0.243000   0.000223   0.000531   0.000071   0.4165       -8.447      0.948   7.590   0.619487   0.379587
 1546      15.00  0.001   1   3   6.108776e+06   14.9797    4.407   4.527   0.756000   0.243000   0.000223   0.000531   0.000071   0.3934       -8.371      0.951   7.598   0.540609   0.458465
 1547      15.00  0.001   1   4   7.769632e+06   14.9720    4.454   4.520   0.756000   0.243000   0.000223   0.000531   0.000071   0.3699       -8.295      0.958   7.607   0.459547   0.539527
 1548      15.00  0.001   1   5   9.129130e+06   14.9645    4.498   4.511   0.756000   0.243000   0.000223   0.000531   0.000071   0.3462       -8.223      0.969   7.616   0.381032   0.618042
 1549      15.00  0.001   1   6   1.030995e+07   14.9568    4.541   4.499   0.756000   0.243000   0.000223   0.000531   0.000071   0.3217       -8.151      0.987   7.627   0.300155   0.698920
 1550      15.00  0.001   1   7   1.128882e+07   14.9493    4.581   4.484   0.756000   0.243000   0.000223   0.000531   0.000071   0.2987       -8.078      1.014   7.640   0.220661   0.778414
 1551      15.00  0.001   1   8   1.193677e+07   14.9435    4.611   4.469   0.756000   0.243000   0.000223   0.000531   0.000071   0.2802       -8.022      1.044   7.652   0.159628   0.839447
 1552      15.00  0.001   1   9   1.248703e+07   14.9379    4.638   4.453   0.756000   0.243000   0.000223   0.000531   0.000071   0.2629       -7.967      1.088   7.668   0.100500   0.898575
 1553      15.00  0.001   1  10   1.282494e+07   14.9341    4.657   4.442   0.756000   0.243000   0.000223   0.000531   0.000071   0.2501       -7.930      1.135   7.684   0.059805   0.939270
 1554      15.00  0.001   1  11   1.305021e+07   14.9314    4.672   4.436   0.756000   0.243000   0.000223   0.000531   0.000071   0.2414       -7.901      1.196   7.704   0.030093   0.968982
 1555      15.00  0.001   1  12   1.325214e+07   14.9287    4.696   4.457   0.756000   0.243000   0.000223   0.000531   0.000071   0.2259       -7.865      1.431   7.781   0.001836   0.997240
 1556      15.00  0.001   1  13   1.326740e+07   14.9285    4.727   4.481   0.756000   0.243000   0.000223   0.000531   0.000071   0.0000       -7.828      1.810   7.886   0.000000   0.999078
 1557      15.00  0.001   1  14   1.327293e+07   14.9284    4.716   4.467   0.756000   0.243000   0.000223   0.000531   0.000071   0.0000       -7.838      2.207   7.955   0.000000   0.999078
 1558      15.00  0.001   1  15   1.327745e+07   14.9284    4.732   4.437   0.756000   0.243000   0.000223   0.000531   0.000071   0.0000       -7.791      2.486   8.016   0.000000   0.999077
 1559      15.00  0.001   1  16   1.328304e+07   14.9283    4.754   4.388   0.756000   0.243000   0.000223   0.000531   0.000071   0.0000       -7.725      2.791   8.094   0.000000   0.999073
 1560      15.00  0.001   1  17   1.328751e+07   14.9282    4.769   4.342   0.756000   0.243000   0.000223   0.000531   0.000071   0.0000       -7.671      3.010   8.159   0.000000   0.998541
 1561      15.00  0.001   1  18   1.329150e+07   14.9281    4.779   4.295   0.756000   0.243000   0.000223   0.000531   0.000071   0.0653       -7.619      3.101   8.212   0.000000   0.997487
 1562      15.00  0.001   1  19   1.329485e+07   14.9280    4.796   4.258   0.756000   0.243000   0.000223   0.000531   0.000071   0.1017       -7.550      3.085   8.220   0.000000   0.994358
 1563      15.00  0.001   1  20   1.330138e+07   14.9278    4.826   4.223   0.756000   0.243000   0.000223   0.000531   0.000071   0.1187       -7.450      3.063   8.221   0.000000   0.988594
 1564      15.00  0.001   1  21   1.331512e+07   14.9273    4.840   4.234   0.756000   0.243000   0.000223   0.000531   0.000071   0.1256       -7.435      3.051   8.222   0.000000   0.975538
 1565      15.00  0.001   1  22   1.334374e+07   14.9263    4.839   4.255   0.756000   0.243000   0.000223   0.000531   0.000071   0.1311       -7.460      3.042   8.225   0.000000   0.948919
 1566      15.00  0.001   1  23   1.339836e+07   14.9244    4.843   4.249   0.756000   0.243000   0.000223   0.000531   0.000071   0.1351       -7.445      3.038   8.229   0.000000   0.899793
 1567      15.00  0.001   1  24   1.345435e+07   14.9223    4.847   4.240   0.756000   0.243000   0.000223   0.000531   0.000071   0.1385       -7.427      3.037   8.232   0.000000   0.850327
